charge_id,customer_id,user_id,amount,amount_refunded,currency,status,paid,payment_method,created,description,failure_code,failure_message,invoice_id,metadata,receipt_email,risk_level,risk_score
ch_2952a97c4147a3,cus_1c2edb84fc7f49,9731,29900,0,GBP,succeeded,True,google_pay,2025-05-23 03:13:51.389745,Recurring payment - month 4,,,in_5e7a5363f6ff56,"{""user_id"": ""9731"", ""recurring_month"": 4}",,normal,5
ch_90fbaa21533f6f,cus_1c2edb84fc7f49,9731,29900,0,Eur,succeeded,True,card_mastercard,2025-06-21 17:13:51.389745,Recurring payment - month 5,,,in_beee912da73093,"{""user_id"": ""9731"", ""recurring_month"": 5}",fproctor@example.net,normal,27
ch_041e7fb63f8652,cus_d629914dd07884,9735,19900,0,usd,succeeded,True,sepa_debit,2025-02-07 17:41:55.175825,Subscription payment for plan price_6ce5c2fe1beb61,,,in_84c140b1a62a04,"{""user_id"": ""9735"", ""attempt"": 1}",brian04@example.com,normal,50
ch_63283162f0ab0f,cus_d629914dd07884,9735,19900,0,Eur,succeeded,True,google_pay,2025-03-09 18:41:36.175825,Recurring payment - month 2,,,in_2164b91a8eacf8,"{""user_id"": ""9735"", ""recurring_month"": 2}",,normal,10
ch_13403380e4d16a,cus_d629914dd07884,9735,19900,0,eur,succeeded,True,apple_pay,2025-04-08 22:41:36.175825,Recurring payment - month 3,,,in_5ea19720550fe5,"{""user_id"": ""9735"", ""recurring_month"": 3}",blackwelljoyce@example.com,normal,21
ch_7ce3e7c3aecc39,cus_6f72799e99583c,9736,19900,0,Eur,succeeded,True,card_discover,2025-02-05 02:04:28.107833,Subscription payment for plan price_979039762ec8a7,,,in_ba8aa343177d2c,"{""user_id"": ""9736"", ""attempt"": 1}",vcoleman@example.org,normal,48
ch_b472e2c628dede,cus_6f72799e99583c,9736,19900,0,usd,requires_action,False,apple_pay,2025-02-08 16:39:20.693090,Subscription payment for plan price_979039762ec8a7,authentication_required,Your card was declined.,in_bb60e3d0a8d8ff,"{""user_id"": ""9736"", ""attempt"": 2}",matthew67@example.org,normal,34
ch_8e14c21442ceac,cus_6f72799e99583c,9736,19900,0,usd,succeeded,True,bank_transfer,2025-02-10 18:20:12.180184,Subscription payment for plan price_979039762ec8a7,,,in_95359fa32fbca5,"{""user_id"": ""9736"", ""attempt"": 3}",qcollins@example.com,highest,58
ch_1cf81c453c5c95,cus_6f72799e99583c,9736,19900,0,GBP,succeeded,True,sepa_debit,2025-03-12 08:20:03.180184,Recurring payment - month 2,,,in_d336247754bde1,"{""user_id"": ""9736"", ""recurring_month"": 2}",elizabeth80@example.net,normal,10
ch_d745757743f30b,cus_6f72799e99583c,9736,19900,0,gbp,failed,False,google_pay,2025-04-12 01:20:03.180184,Recurring payment - month 3,card_declined,Your card was declined.,in_9f2c790a48f3d2,"{""user_id"": ""9736"", ""recurring_month"": 3}",,normal,21
ch_6403786a03ccb1,cus_ad263f7eb0c232,9737,29900,0,Eur,succeeded,True,apple_pay,2025-02-01 17:45:27.641117,Subscription payment for plan price_d061da2d084a66,,,in_a465dae8ba3bf1,"{""user_id"": ""9737"", ""attempt"": 1}",,elevated,50
ch_32813a72404397,cus_ad263f7eb0c232,9737,29900,0,GBP,succeeded,True,apple_pay,2025-03-04 05:45:11.641117,Recurring payment - month 2,,,in_1d4ecdaf0ae413,"{""user_id"": ""9737"", ""recurring_month"": 2}",kelli42@example.org,normal,1
ch_ad55fe897f4a8b,cus_ad263f7eb0c232,9737,29900,0,GBP,succeeded,True,google_pay,2025-04-03 05:45:11.641117,Recurring payment - month 3,,,in_a1a33b015a6c70,"{""user_id"": ""9737"", ""recurring_month"": 3}",lwest@example.org,normal,2
ch_655d54e02ce9e9,cus_ad263f7eb0c232,9737,29900,0,USD,succeeded,True,card_discover,2025-05-02 05:45:11.641117,Recurring payment - month 4,,,in_80148cd9850b0c,"{""user_id"": ""9737"", ""recurring_month"": 4}",tinaayala@example.org,normal,3
ch_f40b9a08811a35,cus_1d3352388be81d,9755,9900,0,eur,failed,False,card_visa,2025-01-23 11:30:51.106588,Subscription payment for plan price_ddbd3a99ca73fd,insufficient_funds,Your card was declined.,in_3bf0c4f5e34b84,"{""user_id"": ""9755"", ""attempt"": 1}",lucas84@example.com,normal,37
ch_5c34360143d970,cus_1d3352388be81d,9755,9900,0,gbp,succeeded,True,google_pay,2025-01-23 12:04:16.514072,Subscription payment for plan price_ddbd3a99ca73fd,,,in_b8a94fdc3e238c,"{""user_id"": ""9755"", ""attempt"": 2}",,normal,62
ch_770e6d522636b1,cus_1d3352388be81d,9755,9900,0,usd,succeeded,True,apple_pay,2025-02-22 20:04:01.514072,Recurring payment - month 2,,,in_16aa3c766ea94d,"{""user_id"": ""9755"", ""recurring_month"": 2}",sanderslinda@example.org,normal,10
ch_c5a8a41d082b55,cus_1d3352388be81d,9755,9900,0,Eur,succeeded,True,card_mastercard,2025-03-24 08:04:01.514072,Recurring payment - month 3,,,in_24ef0814f8e39a,"{""user_id"": ""9755"", ""recurring_month"": 3}",reedallen@example.com,normal,25
ch_8269b07dbb6e80,cus_1d3352388be81d,9755,9900,0,usd,succeeded,True,apple_pay,2025-04-23 09:04:01.514072,Recurring payment - month 4,,,in_3468add39fb2a0,"{""user_id"": ""9755"", ""recurring_month"": 4}",,normal,28
ch_56f30bfa8393c6,cus_c6141de79b2e1c,9763,19900,0,usd,succeeded,True,card_mastercard,2025-01-22 07:28:12.303926,Subscription payment for plan price_fe10121fd326e7,,,in_c030f71a7d4259,"{""user_id"": ""9763"", ""attempt"": 1}",gabrielbryan@example.net,highest,30
ch_8cf717cfe9b94f,cus_c6141de79b2e1c,9763,19900,0,gbp,succeeded,True,google_pay,2025-02-21 06:27:45.303926,Recurring payment - month 2,,,in_ab4c4fd30e8035,"{""user_id"": ""9763"", ""recurring_month"": 2}",kaitlin46@example.com,normal,5
ch_e480548f512af9,cus_c6141de79b2e1c,9763,19900,0,Eur,succeeded,True,apple_pay,2025-03-23 16:27:45.303926,Recurring payment - month 3,,,in_68e9c88a4e8390,"{""user_id"": ""9763"", ""recurring_month"": 3}",,normal,16
ch_5d6056ea355d36,cus_1d09bab326e728,9769,4900,0,usd,succeeded,True,card_amex,2025-01-30 05:09:06.299883,Subscription payment for plan price_f9e95e098a2eb0,,,in_3b19d836b22bd9,"{""user_id"": ""9769"", ""attempt"": 1}",,normal,65
ch_736f29444396fb,cus_1d09bab326e728,9769,4900,0,Eur,succeeded,True,apple_pay,2025-02-28 20:09:06.299883,Recurring payment - month 2,,,in_5ea9220361b063,"{""user_id"": ""9769"", ""recurring_month"": 2}",,normal,12
ch_61de5f31fcd253,cus_148b0b8a9a5fcf,9770,19900,0,usd,requires_action,False,card_discover,2025-01-18 21:12:13.304343,Subscription payment for plan price_f637bb0dbf7a18,expired_card,Your card was declined.,in_5118d4461403a7,"{""user_id"": ""9770"", ""attempt"": 1}",rbrooks@example.org,highest,64
ch_c61d5681e7e513,cus_6853fdf0811f82,9772,29900,0,gbp,succeeded,True,bank_transfer,2025-01-22 00:19:54.973370,Subscription payment for plan price_ae4e0586989e8f,,,in_c4e9228cec6722,"{""user_id"": ""9772"", ""attempt"": 1}",anne49@example.com,highest,16
ch_cd35002b11516b,cus_6853fdf0811f82,9772,29900,0,GBP,succeeded,True,bank_transfer,2025-02-20 18:19:45.973370,Recurring payment - month 2,,,in_d45d730dcf5575,"{""user_id"": ""9772"", ""recurring_month"": 2}",jenny40@example.com,normal,16
ch_82f728ce876a74,cus_6853fdf0811f82,9772,29900,0,eur,failed,False,card_amex,2025-03-22 15:19:45.973370,Recurring payment - month 3,card_declined,Your card was declined.,in_438541b59b9a66,"{""user_id"": ""9772"", ""recurring_month"": 3}",craig13@example.org,normal,11
ch_3321a4a3eab2d6,cus_6e6053c7234397,9773,4900,0,gbp,requires_action,False,card_amex,2025-01-14 04:55:45.608665,Subscription payment for plan price_82ee9ce90536fa,expired_card,Your card was declined.,in_9776f4aa822ddb,"{""user_id"": ""9773"", ""attempt"": 1}",,normal,92
ch_00ab02d2a1d705,cus_6e6053c7234397,9773,4900,0,USD,succeeded,True,card_mastercard,2025-01-14 05:40:54.056982,Subscription payment for plan price_82ee9ce90536fa,,,in_db46ae67781d5a,"{""user_id"": ""9773"", ""attempt"": 2}",stanleyanthony@example.com,highest,31
ch_1eb917f89a5501,cus_6adf377f6d4fa0,9779,4900,0,GBP,succeeded,True,card_discover,2025-01-12 10:10:15.171028,Subscription payment for plan price_f2643ddbcccc99,,,in_20057ae1a4a6b4,"{""user_id"": ""9779"", ""attempt"": 1}",leecrystal@example.net,normal,22
ch_0719649a6ee805,cus_6adf377f6d4fa0,9779,4900,0,GBP,succeeded,True,card_mastercard,2025-02-11 21:09:58.171028,Recurring payment - month 2,,,in_635a26c32ba6ff,"{""user_id"": ""9779"", ""recurring_month"": 2}",,normal,30
ch_31dd912451c703,cus_6adf377f6d4fa0,9779,4900,0,Eur,succeeded,True,apple_pay,2025-03-13 02:09:58.171028,Recurring payment - month 3,,,in_37506a206cf6a5,"{""user_id"": ""9779"", ""recurring_month"": 3}",,normal,7
ch_fcbd9136532530,cus_6adf377f6d4fa0,9779,4900,0,GBP,failed,False,card_visa,2025-04-12 11:09:58.171028,Recurring payment - month 4,card_declined,Your card was declined.,in_94f2c2cd98c197,"{""user_id"": ""9779"", ""recurring_month"": 4}",,normal,7
ch_db74ca5c71f7ac,cus_6adf377f6d4fa0,9779,4900,0,usd,succeeded,True,card_amex,2025-05-12 19:09:58.171028,Recurring payment - month 5,,,in_8f220861dd3f9e,"{""user_id"": ""9779"", ""recurring_month"": 5}",,normal,7
ch_4307eba5ff1806,cus_33b6e5ed6c5255,9780,19900,0,gbp,succeeded,True,apple_pay,2025-02-09 01:33:29.183346,Subscription payment for plan price_6f99dd5b2db2f2,,,in_7df81d12a34485,"{""user_id"": ""9780"", ""attempt"": 1}",webbvictoria@example.net,normal,32
ch_3a724b5c6d2215,cus_33b6e5ed6c5255,9780,19900,0,GBP,succeeded,True,google_pay,2025-03-11 02:33:16.183346,Recurring payment - month 2,,,in_fe0e9926946d12,"{""user_id"": ""9780"", ""recurring_month"": 2}",,normal,1
ch_6edcbb97fc9967,cus_33b6e5ed6c5255,9780,19900,0,GBP,succeeded,True,sepa_debit,2025-04-10 09:33:16.183346,Recurring payment - month 3,,,in_251326704de338,"{""user_id"": ""9780"", ""recurring_month"": 3}",perezmargaret@example.com,normal,29
ch_99eacd42b89b1d,cus_33b6e5ed6c5255,9780,19900,0,gbp,succeeded,True,google_pay,2025-05-10 07:33:16.183346,Recurring payment - month 4,,,in_779eb6057ea8e8,"{""user_id"": ""9780"", ""recurring_month"": 4}",,normal,5
ch_3cfd72182f246f,cus_33b6e5ed6c5255,9780,19900,0,USD,succeeded,True,card_discover,2025-06-09 03:33:16.183346,Recurring payment - month 5,,,in_839ed716203a4c,"{""user_id"": ""9780"", ""recurring_month"": 5}",,normal,4
ch_990a86e2568945,cus_92593ae9043ae6,9786,9900,0,gbp,succeeded,True,google_pay,2025-01-22 07:37:21.930295,Subscription payment for plan price_761d51c21c927a,,,in_3b97b978f7b04a,"{""user_id"": ""9786"", ""attempt"": 1}",bonnieclements@example.net,highest,33
ch_09050b312a2b73,cus_92593ae9043ae6,9786,9900,0,usd,succeeded,True,card_discover,2025-02-07 12:31:27.287685,Subscription payment for plan price_761d51c21c927a,,,in_dbbc02cdd851f1,"{""user_id"": ""9786"", ""attempt"": 2}",madisoncarter@example.com,normal,4
ch_a43efa23c6f0f8,cus_4b37ea9db4b4b0,9794,19900,0,USD,succeeded,True,google_pay,2025-01-05 11:15:35.093305,Subscription payment for plan price_834780a6a08ed2,,,in_a7dba3ad5214f5,"{""user_id"": ""9794"", ""attempt"": 1}",jenkinskaren@example.net,elevated,20
ch_184c5d32c21fcf,cus_4b37ea9db4b4b0,9794,19900,19900,usd,succeeded,True,sepa_debit,2025-01-09 07:57:06.561027,Subscription payment for plan price_834780a6a08ed2,,,in_4ee0383c332eab,"{""user_id"": ""9794"", ""attempt"": 2}",william51@example.org,normal,16
ch_db3c2b7e4255bc,cus_4b37ea9db4b4b0,9794,19900,0,USD,succeeded,True,card_amex,2025-01-19 01:35:39.321232,Subscription payment for plan price_834780a6a08ed2,,,in_5f9042c5b97f2e,"{""user_id"": ""9794"", ""attempt"": 3}",,normal,51
ch_26a0c811049249,cus_6abba43a6f0120,9798,29900,0,usd,requires_action,False,card_visa,2025-02-14 14:12:01.194562,Subscription payment for plan price_f3878b8fd27bf7,card_declined,Your card was declined.,in_9f69fd05d30ce4,"{""user_id"": ""9798"", ""attempt"": 1}",,elevated,71
ch_59f9f0fe6fc9cb,cus_6abba43a6f0120,9798,29900,0,GBP,succeeded,True,bank_transfer,2025-02-14 15:09:29.398945,Subscription payment for plan price_f3878b8fd27bf7,,,in_01780b9edf3cd2,"{""user_id"": ""9798"", ""attempt"": 2}",william43@example.org,normal,43
ch_eeb371717640f6,cus_6abba43a6f0120,9798,29900,0,gbp,succeeded,True,google_pay,2025-02-15 21:18:38.369120,Subscription payment for plan price_f3878b8fd27bf7,,,in_5c8e267052cb9a,"{""user_id"": ""9798"", ""attempt"": 3}",jenniferday@example.com,normal,26
ch_ee2d7fc39b8a9e,cus_6abba43a6f0120,9798,29900,0,usd,succeeded,True,bank_transfer,2025-03-03 04:59:12.858909,Subscription payment for plan price_f3878b8fd27bf7,,,in_bae7ae98e2c1d4,"{""user_id"": ""9798"", ""attempt"": 4}",,normal,23
ch_946f261416f2bd,cus_6abba43a6f0120,9798,29900,0,gbp,succeeded,True,card_amex,2025-04-02 15:58:44.858909,Recurring payment - month 2,,,in_d20a70c2f192aa,"{""user_id"": ""9798"", ""recurring_month"": 2}",dblanchard@example.org,normal,24
ch_1bdfaefc6eccdf,cus_c9bf5d3ea8dfe0,9804,19900,0,Eur,succeeded,True,card_discover,2025-01-19 15:22:10.079990,Subscription payment for plan price_48d81dd5683117,,,in_dbf7eddc945f6c,"{""user_id"": ""9804"", ""attempt"": 1}",hwilcox@example.org,highest,31
ch_9fe83f42cc96f7,cus_c9bf5d3ea8dfe0,9804,19900,0,GBP,succeeded,True,sepa_debit,2025-02-18 15:21:58.079990,Recurring payment - month 2,,,in_da06312a8cc48c,"{""user_id"": ""9804"", ""recurring_month"": 2}",hoodrichard@example.org,normal,21
ch_0819e2b934b95e,cus_c9bf5d3ea8dfe0,9804,19900,0,GBP,succeeded,True,apple_pay,2025-03-21 03:21:58.079990,Recurring payment - month 3,,,in_ca8838609b363e,"{""user_id"": ""9804"", ""recurring_month"": 3}",nathanharmon@example.net,normal,21
ch_e8b6f8ad8ce642,cus_c9bf5d3ea8dfe0,9804,19900,0,USD,succeeded,True,card_amex,2025-04-19 09:21:58.079990,Recurring payment - month 4,,,in_d2874d4cf43c38,"{""user_id"": ""9804"", ""recurring_month"": 4}",,normal,29
ch_077c87518d5b4a,cus_84a489c006ee32,9809,29900,0,Eur,succeeded,True,bank_transfer,2025-01-11 04:41:14.254599,Subscription payment for plan price_782197c375a347,,,in_bd567b159459c6,"{""user_id"": ""9809"", ""attempt"": 1}",,highest,3
ch_ef12363d0b3b2b,cus_84a489c006ee32,9809,29900,0,usd,succeeded,True,card_mastercard,2025-01-16 03:27:57.234531,Subscription payment for plan price_782197c375a347,,,in_7448f9037ddf30,"{""user_id"": ""9809"", ""attempt"": 2}",deanshaw@example.org,normal,31
ch_ee10146ba03448,cus_84a489c006ee32,9809,29900,0,eur,succeeded,True,sepa_debit,2025-01-16 11:33:40.607378,Subscription payment for plan price_782197c375a347,,,in_c667df8ac5869d,"{""user_id"": ""9809"", ""attempt"": 3}",johnsonadrian@example.org,normal,20
ch_0beb62a929a8bf,cus_84a489c006ee32,9809,29900,0,gbp,succeeded,True,sepa_debit,2025-02-10 04:14:54.123235,Subscription payment for plan price_782197c375a347,,,in_3a3ce5b110e535,"{""user_id"": ""9809"", ""attempt"": 4}",alexmorrison@example.net,normal,54
ch_98be6727177604,cus_84a489c006ee32,9809,31119,0,GBP,succeeded,True,card_amex,2025-02-14 16:21:16.207320,Subscription payment for plan price_782197c375a347,,,in_2ebcbce1179f0a,"{""user_id"": ""9809"", ""attempt"": 5}",dbooth@example.net,normal,44
ch_5f16b92496fd07,cus_84a489c006ee32,9809,29900,0,eur,requires_action,False,google_pay,2025-02-16 13:44:09.236355,Subscription payment for plan price_782197c375a347,authentication_required,Your card was declined.,in_84f61446b835a4,"{""user_id"": ""9809"", ""attempt"": 6}",pagejoshua@example.org,normal,54
ch_23e9b6426b4b43,cus_84a489c006ee32,9809,29900,0,GBP,succeeded,True,card_amex,2025-02-16 15:02:30.101480,Subscription payment for plan price_782197c375a347,,,in_2d83ba0811763c,"{""user_id"": ""9809"", ""attempt"": 7}",tylermcgrath@example.org,normal,20
ch_aea6a54374f555,cus_0b8ddf697cfd87,9813,29900,0,usd,succeeded,True,card_mastercard,2025-01-07 05:51:22.026883,Subscription payment for plan price_47717da770c983,,,in_fad1fef6a0c771,"{""user_id"": ""9813"", ""attempt"": 1}",sandovaljames@example.org,elevated,27
ch_4cc251eb91b61d,cus_0b8ddf697cfd87,9813,29900,0,Eur,succeeded,True,card_discover,2025-01-26 00:17:20.319930,Subscription payment for plan price_47717da770c983,,,in_a08cf3b1f60605,"{""user_id"": ""9813"", ""attempt"": 2}",coleanna@example.net,normal,26
ch_fe65bbdc2f48ea,cus_0b8ddf697cfd87,9813,29900,0,gbp,succeeded,True,apple_pay,2025-01-30 23:21:43.234727,Subscription payment for plan price_47717da770c983,,,in_92bef87a74133d,"{""user_id"": ""9813"", ""attempt"": 3}",pbowman@example.com,highest,41
ch_6fde80029446ec,cus_0b8ddf697cfd87,9813,29900,0,gbp,succeeded,True,card_amex,2025-03-02 07:21:44.234727,Recurring payment - month 2,,,in_840576dc973c79,"{""user_id"": ""9813"", ""recurring_month"": 2}",christophermoore@example.com,normal,8
ch_5f11549f54f402,cus_0b8ddf697cfd87,9813,29900,0,gbp,succeeded,True,google_pay,2025-03-31 11:21:44.234727,Recurring payment - month 3,,,in_5862f92cd831bc,"{""user_id"": ""9813"", ""recurring_month"": 3}",,normal,13
ch_94e86f7388700c,cus_2cd287463b3186,9814,9800,0,gbp,failed,False,card_amex,2025-02-12 12:29:40.654384,Subscription payment for plan price_6c033cfff7181d,card_declined,Your card was declined.,in_238b0893ad6df7,"{""user_id"": ""9814"", ""attempt"": 1}",jperez@example.net,normal,20
ch_c0db54cb50bc45,cus_2cd287463b3186,9814,9900,0,Eur,succeeded,True,apple_pay,2025-02-12 12:50:56.361155,Subscription payment for plan price_6c033cfff7181d,,,in_fe64305896631d,"{""user_id"": ""9814"", ""attempt"": 2}",kylerivera@example.org,normal,29
ch_0d4febd6ea0d36,cus_2cd287463b3186,9814,9900,0,usd,succeeded,True,sepa_debit,2025-02-24 14:49:00.342891,Subscription payment for plan price_6c033cfff7181d,,,in_f7f625c998236e,"{""user_id"": ""9814"", ""attempt"": 3}",,normal,63
ch_2264c8f842e579,cus_2cd287463b3186,9814,9900,0,usd,succeeded,True,apple_pay,2025-03-01 16:28:25.623307,Subscription payment for plan price_6c033cfff7181d,,,in_ad14ff8554f12b,"{""user_id"": ""9814"", ""attempt"": 4}",kimberlynunez@example.org,normal,13
ch_f4f69ef0860e2f,cus_2cd287463b3186,9814,9900,0,Eur,succeeded,True,card_visa,2025-04-01 00:28:02.623307,Recurring payment - month 2,,,in_cdbc60ad2fa13c,"{""user_id"": ""9814"", ""recurring_month"": 2}",,normal,2
ch_743f83af9a4dcf,cus_2cd287463b3186,9814,9900,0,usd,succeeded,True,bank_transfer,2025-04-30 10:28:02.623307,Recurring payment - month 3,,,in_cb1f7daba0b09d,"{""user_id"": ""9814"", ""recurring_month"": 3}",,normal,8
ch_08d5c8e7f204c0,cus_2cd287463b3186,9814,9900,0,gbp,failed,False,bank_transfer,2025-05-30 06:28:02.623307,Recurring payment - month 4,card_declined,Your card was declined.,in_9a47d7318f4656,"{""user_id"": ""9814"", ""recurring_month"": 4}",,normal,2
ch_d402737cf39d02,cus_2cd287463b3186,9814,9900,0,USD,succeeded,True,apple_pay,2025-06-29 14:28:02.623307,Recurring payment - month 5,,,in_46804c0d53018e,"{""user_id"": ""9814"", ""recurring_month"": 5}",gvance@example.net,normal,13
ch_0b55cb5da69c35,cus_c3631c57f14ec6,9820,20101,5025,Eur,succeeded,True,sepa_debit,2025-01-14 22:26:30.088624,Subscription payment for plan price_75bc4543539249,,,in_24b17ba81c6ef1,"{""user_id"": ""9820"", ""attempt"": 1}",millerjames@example.net,normal,23
ch_8aa4d5eedf3207,cus_c3631c57f14ec6,9820,19900,0,USD,succeeded,True,google_pay,2025-02-13 15:26:04.088624,Recurring payment - month 2,,,in_59a42911fecc4d,"{""user_id"": ""9820"", ""recurring_month"": 2}",,normal,29
ch_c14563770d8161,cus_c3631c57f14ec6,9820,19900,0,USD,succeeded,True,card_discover,2025-03-15 13:26:04.088624,Recurring payment - month 3,,,in_abc4b6075b484c,"{""user_id"": ""9820"", ""recurring_month"": 3}",cartervincent@example.org,normal,20
ch_0035c2c471b33f,cus_c3631c57f14ec6,9820,19900,0,USD,succeeded,True,sepa_debit,2025-04-14 23:26:04.088624,Recurring payment - month 4,,,in_6e2867bbcb5235,"{""user_id"": ""9820"", ""recurring_month"": 4}",andersongregory@example.org,normal,17
ch_b41a2def9ebb7c,cus_e85d07cbbe561a,9834,2900,0,gbp,succeeded,True,card_visa,2025-01-11 09:30:01.078239,Subscription payment for plan price_24dd5f56b829c6,,,in_d63567e08a32bb,"{""user_id"": ""9834"", ""attempt"": 1}",irogers@example.org,normal,37
ch_bd66beddf26f9b,cus_e85d07cbbe561a,9834,2900,0,Eur,succeeded,True,sepa_debit,2025-02-09 23:29:37.078239,Recurring payment - month 2,,,in_2b9f0a6179806b,"{""user_id"": ""9834"", ""recurring_month"": 2}",caitlin21@example.org,normal,2
ch_5041e570f92ec5,cus_a089f7c89f7d8d,9859,9900,0,gbp,succeeded,True,sepa_debit,2025-01-23 20:34:58.693299,Subscription payment for plan price_c885ebe33b7767,,,in_1cf2551570bbbe,"{""user_id"": ""9859"", ""attempt"": 1}",,elevated,60
ch_d371a933238eea,cus_a089f7c89f7d8d,9859,9900,0,GBP,succeeded,True,card_amex,2025-01-26 05:20:42.273613,Subscription payment for plan price_c885ebe33b7767,,,in_a47b46b6c629fb,"{""user_id"": ""9859"", ""attempt"": 2}",,normal,46
ch_352879b305144c,cus_a089f7c89f7d8d,9859,9900,0,gbp,succeeded,True,card_amex,2025-02-25 04:20:42.273613,Recurring payment - month 2,,,in_97f88c9f38bcd5,"{""user_id"": ""9859"", ""recurring_month"": 2}",gandersen@example.net,normal,13
ch_face3abdf4f99a,cus_a089f7c89f7d8d,9859,9900,0,gbp,succeeded,True,card_discover,2025-03-27 09:20:42.273613,Recurring payment - month 3,,,in_0a1e888791c418,"{""user_id"": ""9859"", ""recurring_month"": 3}",kevin60@example.com,normal,15
ch_7700451483bb9c,cus_751ce12f8e4c48,9870,29900,7475,GBP,succeeded,True,google_pay,2025-04-19 16:33:20.295677,Subscription payment for plan price_90ec01e14a7b02,,,in_12354c97b4ef3f,"{""user_id"": ""9870"", ""attempt"": 1}",edwinnguyen@example.com,normal,10
ch_90fc1a2bcc723d,cus_751ce12f8e4c48,9870,29900,0,GBP,failed,False,sepa_debit,2025-05-19 20:33:05.295677,Recurring payment - month 2,card_declined,Your card was declined.,in_f73dc1773a4b07,"{""user_id"": ""9870"", ""recurring_month"": 2}",garrett89@example.org,normal,4
ch_4d047c351e8f44,cus_751ce12f8e4c48,9870,29900,0,gbp,succeeded,True,apple_pay,2025-06-18 17:33:05.295677,Recurring payment - month 3,,,in_e4456956875c69,"{""user_id"": ""9870"", ""recurring_month"": 3}",,normal,20
ch_7375bb477c7e20,cus_90335ace695a6e,9878,19900,0,GBP,failed,False,sepa_debit,2025-01-31 12:54:41.524307,Subscription payment for plan price_b15ace361bfa61,insufficient_funds,Your card was declined.,in_cf126a8298294a,"{""user_id"": ""9878"", ""attempt"": 1}",,normal,56
ch_acc0d29255daf2,cus_90335ace695a6e,9878,19900,0,gbp,succeeded,True,google_pay,2025-02-10 00:56:41.717171,Subscription payment for plan price_b15ace361bfa61,,,in_e7e8bf2b53bf35,"{""user_id"": ""9878"", ""attempt"": 2}",rickyrowland@example.net,normal,41
ch_8bdf42883e466b,cus_90335ace695a6e,9878,19900,0,eur,succeeded,True,card_discover,2025-03-11 23:56:15.717171,Recurring payment - month 2,,,in_e30edf21cdc869,"{""user_id"": ""9878"", ""recurring_month"": 2}",,normal,12
ch_ed3be8d5784bb1,cus_90335ace695a6e,9878,19900,0,eur,succeeded,True,google_pay,2025-04-11 02:56:15.717171,Recurring payment - month 3,,,in_13830ecc652091,"{""user_id"": ""9878"", ""recurring_month"": 3}",,normal,22
ch_7ec73e9e17dfd1,cus_17feadaf38bb9c,9885,2900,0,gbp,succeeded,True,card_mastercard,2025-01-12 18:45:25.245504,Subscription payment for plan price_7444126bb2cc17,,,in_ac5f29d96c91b7,"{""user_id"": ""9885"", ""attempt"": 1}",stephaniewalter@example.com,highest,63
ch_cc99d7aeb3d631,cus_17feadaf38bb9c,9885,2900,0,gbp,succeeded,True,card_visa,2025-02-12 04:44:59.245504,Recurring payment - month 2,,,in_533101d9ea6068,"{""user_id"": ""9885"", ""recurring_month"": 2}",garciawesley@example.net,normal,26
ch_b67d182a4c10fb,cus_17feadaf38bb9c,9885,2900,0,GBP,failed,False,card_discover,2025-03-13 10:44:59.245504,Recurring payment - month 3,card_declined,Your card was declined.,in_7aaf1d751624f3,"{""user_id"": ""9885"", ""recurring_month"": 3}",,normal,27
ch_1a10507fbb5897,cus_17feadaf38bb9c,9885,2900,0,usd,succeeded,True,card_amex,2025-04-12 17:44:59.245504,Recurring payment - month 4,,,in_132388706f54d0,"{""user_id"": ""9885"", ""recurring_month"": 4}",ycastillo@example.net,normal,13
ch_d2a699772dd681,cus_8e6e1d489b9ed6,9896,29900,0,Eur,succeeded,True,bank_transfer,2025-01-17 16:00:25.189844,Subscription payment for plan price_a14efcb7b2d464,,,in_356cd6ac574df0,"{""user_id"": ""9896"", ""attempt"": 1}",ivasquez@example.org,highest,42
ch_77436c2973487c,cus_8e6e1d489b9ed6,9896,29900,0,Eur,failed,False,bank_transfer,2025-01-17 16:00:29.189844,Subscription payment for plan price_a14efcb7b2d464,idempotency_key_in_use,,in_356cd6ac574df0,"{""user_id"": ""9896"", ""attempt"": 1}",ivasquez@example.org,highest,42
ch_1fe2b05beb5827,cus_8e6e1d489b9ed6,9896,29900,0,Eur,succeeded,True,card_mastercard,2025-02-16 13:00:26.189844,Recurring payment - month 2,,,in_ecee6a829a1992,"{""user_id"": ""9896"", ""recurring_month"": 2}",bgonzalez@example.org,normal,8
ch_144c5891a76bcf,cus_d7cbfa04fe472d,9897,2900,0,eur,succeeded,True,card_amex,2025-02-03 22:40:22.903822,Subscription payment for plan price_c0b4b390b597d8,,,in_f198120aa1c429,"{""user_id"": ""9897"", ""attempt"": 1}",,normal,1
ch_0832d7dedfa6ff,cus_d7cbfa04fe472d,9897,2900,0,eur,failed,False,card_amex,2025-02-03 22:40:01.903822,Subscription payment for plan price_c0b4b390b597d8,idempotency_key_in_use,,in_f198120aa1c429,"{""user_id"": ""9897"", ""attempt"": 1}",,normal,1
ch_2ffd1719594081,cus_5693ae366d4270,9899,29900,0,usd,succeeded,True,apple_pay,2025-01-17 05:09:54.095001,Subscription payment for plan price_a1c75ba10eadf3,,,in_573a6fe6a4f8b1,"{""user_id"": ""9899"", ""attempt"": 1}",longjoshua@example.net,highest,36
